Alert ID,Ticker,Name,Description,Time
3689449455,"OANDA:XAUUSD, 15m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""15"",""price"":{{close}},""current_trends"":""-1,1,-1,1,1,-1"",""previous_trends"":""-1,1,-1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:-1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":7,""message"":""Trend change detected on: 1,""}",2026-01-05T09:15:01Z
3689280519,"OANDA:XAUUSD, 5m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""5"",""price"":{{close}},""current_trends"":""-1,1,-1,1,1,-1"",""previous_trends"":""-1,1,-1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:-1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":4,""message"":""Trend change detected on: 1,""}",2026-01-05T09:05:00Z
3689280519,"OANDA:XAUUSD, 5m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""5"",""price"":{{close}},""current_trends"":""1,1,-1,1,1,-1"",""previous_trends"":""1,1,-1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":9,""message"":""Trend change detected on: 1,""}",2026-01-05T08:45:00Z
3689280519,"OANDA:XAUUSD, 5m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""5"",""price"":{{close}},""current_trends"":""-1,1,-1,1,1,-1"",""previous_trends"":""-1,1,-1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:-1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":5,""message"":""Trend change detected on: 1,""}",2026-01-05T08:35:00Z
3689280519,"OANDA:XAUUSD, 5m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""5"",""price"":{{close}},""current_trends"":""1,1,-1,1,1,-1"",""previous_trends"":""1,1,-1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":8,""message"":""Trend change detected on: 1,""}",2026-01-05T08:15:00Z
3689280519,"OANDA:XAUUSD, 5m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""5"",""price"":{{close}},""current_trends"":""-1,1,-1,1,1,-1"",""previous_trends"":""-1,1,-1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:-1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":3,""message"":""Trend change detected on: 1,""}",2026-01-05T08:05:00Z
3689454442,"OANDA:XAUUSD, 1h","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""60"",""price"":{{close}},""current_trends"":""1,1,-1,1,1,-1"",""previous_trends"":""1,1,-1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":9,""message"":""Trend change detected on: 1,""}",2026-01-05T08:00:00Z
3689449455,"OANDA:XAUUSD, 15m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""15"",""price"":{{close}},""current_trends"":""1,1,-1,1,1,-1"",""previous_trends"":""1,1,-1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":8,""message"":""Trend change detected on: 1,""}",2026-01-05T07:45:00Z
3689280519,"OANDA:XAUUSD, 5m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""5"",""price"":{{close}},""current_trends"":""1,1,-1,1,1,-1"",""previous_trends"":""1,1,-1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":6,""message"":""Trend change detected on: 1,""}",2026-01-05T07:45:00Z
3689454442,"OANDA:XAUUSD, 1h","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""60"",""price"":{{close}},""current_trends"":""-1,1,-1,1,1,-1"",""previous_trends"":""-1,1,-1,1,1,-1"",""changed_timeframes"":""1,5,"",""change_details"":""1:-1;5:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":9,""message"":""Trend change detected on: 1,5,""}",2026-01-05T07:00:00Z
3689449455,"OANDA:XAUUSD, 15m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""15"",""price"":{{close}},""current_trends"":""-1,1,-1,1,1,-1"",""previous_trends"":""-1,1,-1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:-1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":4,""message"":""Trend change detected on: 1,""}",2026-01-05T06:45:01Z
3689280519,"OANDA:XAUUSD, 5m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""5"",""price"":{{close}},""current_trends"":""-1,1,-1,1,1,-1"",""previous_trends"":""-1,1,-1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:-1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":5,""message"":""Trend change detected on: 1,""}",2026-01-05T06:35:00Z
3689449455,"OANDA:XAUUSD, 15m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""15"",""price"":{{close}},""current_trends"":""1,1,-1,1,1,-1"",""previous_trends"":""1,1,-1,1,1,-1"",""changed_timeframes"":""5,"",""change_details"":""5:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":7,""message"":""Trend change detected on: 5,""}",2026-01-05T06:30:00Z
3689280519,"OANDA:XAUUSD, 5m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""5"",""price"":{{close}},""current_trends"":""1,1,-1,1,1,-1"",""previous_trends"":""1,1,-1,1,1,-1"",""changed_timeframes"":""5,"",""change_details"":""5:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":9,""message"":""Trend change detected on: 5,""}",2026-01-05T06:30:00Z
3689454442,"OANDA:XAUUSD, 1h","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""60"",""price"":{{close}},""current_trends"":""1,-1,-1,1,1,-1"",""previous_trends"":""1,-1,-1,1,1,-1"",""changed_timeframes"":""15,"",""change_details"":""15:-1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":8,""message"":""Trend change detected on: 15,""}",2026-01-05T06:00:00Z
3689449455,"OANDA:XAUUSD, 15m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""15"",""price"":{{close}},""current_trends"":""1,-1,-1,1,1,-1"",""previous_trends"":""1,-1,-1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":6,""message"":""Trend change detected on: 1,""}",2026-01-05T06:00:00Z
3689280519,"OANDA:XAUUSD, 5m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""5"",""price"":{{close}},""current_trends"":""1,-1,-1,1,1,-1"",""previous_trends"":""1,-1,-1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":8,""message"":""Trend change detected on: 1,""}",2026-01-05T06:00:00Z
3689449455,"OANDA:XAUUSD, 15m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""15"",""price"":{{close}},""current_trends"":""-1,-1,-1,1,1,-1"",""previous_trends"":""-1,-1,-1,1,1,-1"",""changed_timeframes"":""1,15,"",""change_details"":""1:-1;15:-1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":5,""message"":""Trend change detected on: 1,15,""}",2026-01-05T05:45:00Z
3689280519,"OANDA:XAUUSD, 5m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""5"",""price"":{{close}},""current_trends"":""-1,-1,-1,1,1,-1"",""previous_trends"":""-1,-1,-1,1,1,-1"",""changed_timeframes"":""1,15,"",""change_details"":""1:-1;15:-1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":2,""message"":""Trend change detected on: 1,15,""}",2026-01-05T05:45:00Z
3689454442,"OANDA:XAUUSD, 1h","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""60"",""price"":{{close}},""current_trends"":""1,-1,1,1,1,-1"",""previous_trends"":""1,-1,1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":8,""message"":""Trend change detected on: 1,""}",2026-01-05T05:00:01Z
3689449455,"OANDA:XAUUSD, 15m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""15"",""price"":{{close}},""current_trends"":""1,-1,1,1,1,-1"",""previous_trends"":""1,-1,1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":3,""message"":""Trend change detected on: 1,""}",2026-01-05T04:30:00Z
3689280519,"OANDA:XAUUSD, 5m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""5"",""price"":{{close}},""current_trends"":""1,-1,1,1,1,-1"",""previous_trends"":""1,-1,1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":5,""message"":""Trend change detected on: 1,""}",2026-01-05T04:25:00Z
3689449455,"OANDA:XAUUSD, 15m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""15"",""price"":{{close}},""current_trends"":""-1,-1,1,1,1,-1"",""previous_trends"":""-1,-1,1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:-1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":5,""message"":""Trend change detected on: 1,""}",2026-01-05T03:30:00Z
3689280519,"OANDA:XAUUSD, 5m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""5"",""price"":{{close}},""current_trends"":""-1,-1,1,1,1,-1"",""previous_trends"":""-1,-1,1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:-1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":2,""message"":""Trend change detected on: 1,""}",2026-01-05T03:30:00Z
3689449455,"OANDA:XAUUSD, 15m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""15"",""price"":{{close}},""current_trends"":""1,-1,1,1,1,-1"",""previous_trends"":""1,-1,1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":8,""message"":""Trend change detected on: 1,""}",2026-01-05T03:15:00Z
3689280519,"OANDA:XAUUSD, 5m","ZEPIX v3.0 (100, 5, Adjusted Points, 5, Close, 5, Short-Term, 50, 1, 15, 10, Wicks,   25, 5, 200, 2, 10,000, 1, 1.5, 3, 1.5, 2, 1.5, 6, Normal, 1, 5, 15, 60, 240, 1D): Any alert() function call","{""type"":""trend_pulse_v3"",""signal_type"":""Trend_Pulse"",""symbol"":""{{ticker}}"",""tf"":""5"",""price"":{{close}},""current_trends"":""1,-1,1,1,1,-1"",""previous_trends"":""1,-1,1,1,1,-1"",""changed_timeframes"":""1,"",""change_details"":""1:1;"",""trend_labels"":""1m,5m,15m,1H,4H,1D"",""market_trend"":0,""consensus_score"":5,""message"":""Trend change detected on: 1,""}",2026-01-05T03:10:01Z
